PlayerName,Foot,Position,AWR,DWR,OVR,PAC,SHO,PAS,DRI,DEF,PHY,SM,DIV,POS,HAN,REF,KIC,SPD
Edison Vega,L,CDM,M,M,64,66,40,60,62,61,67,3,-1,-1,-1,-1,-1,-1
Andrei Cristea,R,ST,H,L,64,55,64,60,63,29,63,2,-1,-1,-1,-1,-1,-1
Ollie Clarke,R,CM,H,H,64,62,60,60,64,62,79,3,-1,-1,-1,-1,-1,-1
Teddy Bishop,R,CM,M,M,64,70,60,66,69,52,61,3,-1,-1,-1,-1,-1,-1
Shunta Tanaka,R,CB,M,M,64,54,29,48,43,64,67,2,-1,-1,-1,-1,-1,-1
Ibrahim Al Zubaidi,L,LB,H,M,64,70,33,56,64,58,67,2,-1,-1,-1,-1,-1,-1
Lars Bunning,L,CB,M,M,64,68,41,45,53,63,70,2,-1,-1,-1,-1,-1,-1
Fabio Carvalho,R,CAM,M,M,64,70,57,58,68,34,45,3,-1,-1,-1,-1,-1,-1
Nicolo Casale,R,CB,M,M,64,56,31,41,49,64,70,2,-1,-1,-1,-1,-1,-1
Kenzo Goudmijn,R,CAM,M,L,64,78,50,64,70,56,46,3,-1,-1,-1,-1,-1,-1
Paul McGowan,R,CM,H,M,64,72,62,63,71,53,60,3,-1,-1,-1,-1,-1,-1
Nicky Clark,R,ST,H,M,64,68,65,59,64,34,57,2,-1,-1,-1,-1,-1,-1
Sung Jin Jo,R,CB,L,H,64,64,26,51,54,63,69,2,-1,-1,-1,-1,-1,-1
Cameron Borthwick-Jackson,L,LB,M,M,64,69,45,59,60,59,70,3,-1,-1,-1,-1,-1,-1
Fode Konate,R,RB,M,M,64,74,43,48,60,60,60,3,-1,-1,-1,-1,-1,-1
Dennis Iapichino,L,LB,H,M,64,72,50,56,62,59,59,2,-1,-1,-1,-1,-1,-1
Sebastian Jakubiak,R,CDM,M,M,64,66,55,60,66,62,62,3,-1,-1,-1,-1,-1,-1
Johan Mina,L,CAM,H,L,64,62,64,60,62,41,44,3,-1,-1,-1,-1,-1,-1
Gustavo Ramirez,R,ST,M,M,64,76,65,45,65,33,51,3,-1,-1,-1,-1,-1,-1
Aleksandar Jukic,R,LM,H,L,64,71,57,64,64,38,59,3,-1,-1,-1,-1,-1,-1
Aaron Wildig,R,CM,H,M,64,73,59,62,66,56,64,3,-1,-1,-1,-1,-1,-1
Terence Vancooten,R,CB,M,M,64,71,37,50,56,63,71,2,-1,-1,-1,-1,-1,-1
Adrian Lozano,L,ST,H,M,64,72,64,66,66,37,47,2,-1,-1,-1,-1,-1,-1
Jordan Tillson,R,CDM,M,H,64,54,45,56,60,61,74,2,-1,-1,-1,-1,-1,-1
Fernando Arce,R,CDM,H,M,64,60,52,59,60,62,75,2,-1,-1,-1,-1,-1,-1
Valentino Muller,R,CM,M,M,64,70,51,62,65,58,61,2,-1,-1,-1,-1,-1,-1
Kai Lukas Stratznig,R,CDM,M,M,64,70,41,56,63,62,68,2,-1,-1,-1,-1,-1,-1
Raul Jose Asencio Moraes,R,ST,H,M,64,70,61,51,62,24,61,2,-1,-1,-1,-1,-1,-1
Matthias Phaeton,R,ST,M,M,64,81,61,51,66,24,72,3,-1,-1,-1,-1,-1,-1
Jeremy Huyghebaert,L,LB,M,M,64,66,41,60,59,62,65,2,-1,-1,-1,-1,-1,-1
Jack Hingert,R,RWB,H,H,64,70,37,57,62,59,67,2,-1,-1,-1,-1,-1,-1
Trevor Clarke,L,LB,H,M,64,84,52,59,66,57,65,3,-1,-1,-1,-1,-1,-1
Antonios Papadopoulos,R,CDM,M,H,64,66,27,47,58,63,79,2,-1,-1,-1,-1,-1,-1
Philipp Erhardt,R,CDM,M,H,64,46,42,53,61,62,76,2,-1,-1,-1,-1,-1,-1
Juan Pablo Meza,R,RB,H,M,64,70,44,58,55,62,59,2,-1,-1,-1,-1,-1,-1
Thierry Lutonda,L,LB,M,M,64,80,31,55,64,58,60,2,-1,-1,-1,-1,-1,-1
Javier Cueto Suarez,R,ST,H,H,64,68,64,50,62,25,68,3,-1,-1,-1,-1,-1,-1
Aidy White,L,LB,H,M,64,78,55,58,61,61,59,2,-1,-1,-1,-1,-1,-1
Danilo Acosta,L,LB,M,M,64,70,49,62,63,60,66,3,-1,-1,-1,-1,-1,-1
Himad Abdelli,L,CF,M,L,64,66,57,59,66,47,68,3,-1,-1,-1,-1,-1,-1
Will Grigg,R,ST,M,M,64,69,65,48,63,32,65,3,-1,-1,-1,-1,-1,-1
Adon Gomis,L,CB,M,M,64,63,26,40,44,63,76,2,-1,-1,-1,-1,-1,-1
Abdulaziz Al Jebreen,R,CDM,M,M,64,45,58,63,62,63,67,2,-1,-1,-1,-1,-1,-1
Yuhao Zhao,R,CB,M,M,64,62,38,52,55,63,73,2,-1,-1,-1,-1,-1,-1
Tsubasa Endoh,R,RM,M,M,64,63,57,63,67,43,49,3,-1,-1,-1,-1,-1,-1
Claudio Medina Ricoy,L,ST,M,L,64,55,65,47,56,28,65,2,-1,-1,-1,-1,-1,-1
Emanuel Maciel,L,CDM,M,H,64,55,43,63,59,59,63,2,-1,-1,-1,-1,-1,-1
Christoph Menz,R,CDM,M,M,64,64,42,59,63,63,69,2,-1,-1,-1,-1,-1,-1
Mounaim El Idrissy,R,ST,H,L,64,76,63,56,61,25,59,2,-1,-1,-1,-1,-1,-1
Albert Grnbk,R,RW,H,L,64,71,53,60,66,45,56,3,-1,-1,-1,-1,-1,-1
Yong Gi Ryang,R,CM,M,M,64,32,59,67,65,47,60,3,-1,-1,-1,-1,-1,-1
Neri Bandiera,R,RW,H,L,64,74,60,53,66,22,44,3,-1,-1,-1,-1,-1,-1
Jose Carlos Ramirez Suarez,L,CB,M,M,64,60,38,53,59,63,71,2,-1,-1,-1,-1,-1,-1
Leonardo Lukacevic,L,LB,M,H,64,67,37,53,60,60,63,2,-1,-1,-1,-1,-1,-1
Giorgi Aburjania,R,CM,M,M,64,52,60,66,64,63,69,2,-1,-1,-1,-1,-1,-1
Yacine Bourhane,L,CM,M,M,64,67,56,63,62,63,67,2,-1,-1,-1,-1,-1,-1
Mamudu Moro,R,ST,M,M,64,83,62,54,68,33,56,3,-1,-1,-1,-1,-1,-1
Morgan Guilavogui,R,RW,M,M,64,79,59,56,65,29,57,3,-1,-1,-1,-1,-1,-1
Joseph Baffo,R,CB,M,M,64,69,37,41,38,65,64,2,-1,-1,-1,-1,-1,-1
Po-Liang Chen,R,CAM,M,M,64,82,60,61,68,29,56,3,-1,-1,-1,-1,-1,-1
Faisal Darwish,R,RB,H,M,64,77,56,59,65,58,68,3,-1,-1,-1,-1,-1,-1
Ethan Hamilton,L,CM,M,H,64,62,63,63,64,57,73,3,-1,-1,-1,-1,-1,-1
Hamdi Akujobi,R,RB,M,M,64,60,44,59,62,60,74,2,-1,-1,-1,-1,-1,-1
Louis Reed,R,CDM,M,H,64,67,56,61,67,59,67,3,-1,-1,-1,-1,-1,-1
Arthur Kevin Yamga,R,RM,M,M,64,77,57,58,65,54,68,3,-1,-1,-1,-1,-1,-1
Johnny Furdal,R,CM,M,L,64,52,63,67,69,38,59,3,-1,-1,-1,-1,-1,-1
Youssoupha N'Diaye,R,CB,M,M,64,47,33,46,50,62,76,2,-1,-1,-1,-1,-1,-1
Danny Rowe,L,RM,M,M,64,79,60,59,67,32,57,3,-1,-1,-1,-1,-1,-1
Ashley Eastham,L,CB,M,M,64,42,23,44,45,63,80,2,-1,-1,-1,-1,-1,-1
Mohammed Abusabaan,R,CDM,M,L,64,66,54,62,65,59,73,3,-1,-1,-1,-1,-1,-1
Jordan Lawrence-Gabriel,R,RB,H,M,64,77,32,47,60,60,63,2,-1,-1,-1,-1,-1,-1
Dru Yearwood,R,CM,H,H,64,82,53,60,67,64,80,3,-1,-1,-1,-1,-1,-1
Hjalmar Ekdal,R,CB,M,M,64,61,33,47,51,64,66,2,-1,-1,-1,-1,-1,-1
Tsubasa Nishi,R,CM,M,M,64,59,55,63,66,51,61,2,-1,-1,-1,-1,-1,-1
Sebastien Ibeagha,R,CB,L,H,64,70,26,46,45,64,69,2,-1,-1,-1,-1,-1,-1
Carlos Anez,R,RB,M,M,64,73,30,50,53,63,51,2,-1,-1,-1,-1,-1,-1
Paul Nebel,L,RM,H,M,64,76,56,58,71,27,48,3,-1,-1,-1,-1,-1,-1
Luis Madrigal,R,ST,H,L,64,28,64,59,58,36,75,2,-1,-1,-1,-1,-1,-1
Luka Tankulic,R,CAM,H,M,64,72,62,56,66,31,68,3,-1,-1,-1,-1,-1,-1
Joseph Champness,L,LM,H,L,64,83,60,57,63,24,58,3,-1,-1,-1,-1,-1,-1
Matias Garcia,L,LM,M,M,64,71,60,60,63,34,46,3,-1,-1,-1,-1,-1,-1
Tark Camdal,R,RB,M,M,64,80,45,59,67,60,58,3,-1,-1,-1,-1,-1,-1
Tomoya Ugajin,R,LB,M,M,64,59,59,64,66,60,63,2,-1,-1,-1,-1,-1,-1
John Bjorkengren,L,CDM,M,M,64,66,53,57,64,60,66,2,-1,-1,-1,-1,-1,-1
Pablo Abel Arganaraz,R,ST,M,M,64,77,62,49,64,27,60,2,-1,-1,-1,-1,-1,-1
Marlon Fernandez,L,RM,H,L,64,61,55,63,68,26,45,3,-1,-1,-1,-1,-1,-1
Abdullah Al Fahad,R,CB,M,M,64,73,46,54,55,63,72,2,-1,-1,-1,-1,-1,-1
Callum Lang,R,RW,H,L,64,78,63,53,66,29,62,3,-1,-1,-1,-1,-1,-1
Shota Kobayashi,R,RM,M,H,64,64,56,66,62,52,70,2,-1,-1,-1,-1,-1,-1
Jesse Bosch,R,CM,H,H,64,72,51,60,65,59,74,2,-1,-1,-1,-1,-1,-1
Kristoffer Larsen,R,RW,M,M,64,72,61,57,68,36,58,3,-1,-1,-1,-1,-1,-1
Alex Samuel,R,ST,M,H,64,82,62,51,65,33,69,3,-1,-1,-1,-1,-1,-1
Duplexe Tchamba,L,CB,M,M,64,71,35,48,54,63,70,2,-1,-1,-1,-1,-1,-1
Vinni Triboulet,R,ST,M,M,64,78,62,54,66,22,57,3,-1,-1,-1,-1,-1,-1
Francisco Contreras,R,CM,M,M,64,65,49,66,65,55,55,2,-1,-1,-1,-1,-1,-1
Edemir Rodriguez,R,RB,L,M,64,70,26,52,50,62,64,2,-1,-1,-1,-1,-1,-1
Nawaf Al Subhi,L,CB,H,M,64,60,46,50,48,63,75,2,-1,-1,-1,-1,-1,-1
Henrique De Souza Trevisan,L,CB,M,M,64,55,30,42,41,66,69,2,-1,-1,-1,-1,-1,-1
Christian Srensen,L,LB,H,M,64,80,56,60,64,56,62,2,-1,-1,-1,-1,-1,-1
Moses Mawa,R,LW,H,M,64,85,61,54,65,32,72,3,-1,-1,-1,-1,-1,-1
Jack Muldoon,R,ST,H,H,64,78,64,53,64,23,65,2,-1,-1,-1,-1,-1,-1
Kazuki Oiwa,R,CB,M,H,64,58,23,50,51,64,75,2,-1,-1,-1,-1,-1,-1
Tomas Ortiz,R,CM,H,M,64,78,53,64,71,55,56,2,-1,-1,-1,-1,-1,-1
Nosa Iyobosa Edokpolor,L,LWB,M,M,64,75,44,57,62,59,70,2,-1,-1,-1,-1,-1,-1
Calum Butcher,R,CM,M,H,64,54,59,59,63,65,79,2,-1,-1,-1,-1,-1,-1
Joe Ironside,R,ST,H,L,64,67,62,49,60,41,79,2,-1,-1,-1,-1,-1,-1
Luca Ranieri,L,CB,M,H,64,58,34,43,60,68,52,2,-1,-1,-1,-1,-1,-1
Bradley Diallo,L,CB,M,M,64,57,30,49,55,61,75,2,-1,-1,-1,-1,-1,-1
Keiya Shiihashi,R,CDM,M,H,64,58,33,57,57,61,71,2,-1,-1,-1,-1,-1,-1
Daniel Popa,R,ST,H,L,64,54,62,43,59,26,85,2,-1,-1,-1,-1,-1,-1
Haret Ortega,R,CB,M,H,64,53,31,42,46,64,68,2,-1,-1,-1,-1,-1,-1
Harrison Dunk,L,LB,H,H,64,80,46,56,62,57,64,3,-1,-1,-1,-1,-1,-1
Andreas Muller,R,CDM,H,M,64,61,57,63,67,60,59,2,-1,-1,-1,-1,-1,-1
Ryan Bowman,R,ST,H,H,64,68,63,47,60,31,80,2,-1,-1,-1,-1,-1,-1
Callum McFadzean,L,LB,H,M,64,75,54,60,62,58,59,3,-1,-1,-1,-1,-1,-1
Glenn Middleton,L,LW,H,L,64,86,56,59,66,28,54,3,-1,-1,-1,-1,-1,-1
Marco Dulca,R,CM,M,M,64,66,54,61,63,59,73,2,-1,-1,-1,-1,-1,-1
Vincent,R,CM,M,M,64,65,50,63,64,54,62,2,-1,-1,-1,-1,-1,-1
Lumbardh Dellova,R,CB,M,M,64,66,22,38,36,65,68,2,-1,-1,-1,-1,-1,-1
Ricardo Grigore,L,CB,L,M,64,41,27,41,41,60,78,2,-1,-1,-1,-1,-1,-1
Luc Kassi,R,CM,M,M,64,75,61,64,67,55,67,3,-1,-1,-1,-1,-1,-1
Federico Palacios Martinez,R,CAM,H,M,64,69,61,56,73,31,45,4,-1,-1,-1,-1,-1,-1
Anthony Scully,R,RW,H,M,64,81,61,55,66,34,57,3,-1,-1,-1,-1,-1,-1
Minos Gouras,L,LM,M,M,64,87,59,55,67,25,57,2,-1,-1,-1,-1,-1,-1
Succar,L,ST,M,M,64,66,64,55,60,21,62,2,-1,-1,-1,-1,-1,-1
George Francomb,R,RB,M,M,64,67,55,63,62,59,61,2,-1,-1,-1,-1,-1,-1
Micha Mak,R,LM,M,M,64,84,62,59,64,27,48,3,-1,-1,-1,-1,-1,-1
Carlos Eduardo Bendini Giusti,L,CB,L,H,64,58,33,44,51,62,81,2,-1,-1,-1,-1,-1,-1
Ronald Hernandez,R,RB,M,M,64,82,33,52,61,59,65,2,-1,-1,-1,-1,-1,-1
Kohei Isa,R,ST,H,L,64,78,59,57,63,40,63,3,-1,-1,-1,-1,-1,-1
Matthew Sorinola,R,LWB,M,M,64,74,47,59,65,59,59,3,-1,-1,-1,-1,-1,-1
Amar Dedic,R,RB,H,M,64,75,56,63,66,59,60,3,-1,-1,-1,-1,-1,-1
Cavalleri,R,RW,H,M,64,73,61,57,67,32,55,2,-1,-1,-1,-1,-1,-1
Jens Jakob Thomasen,R,CM,M,M,64,60,58,62,63,62,62,2,-1,-1,-1,-1,-1,-1
George Williams,R,RB,M,H,64,71,35,55,62,61,70,2,-1,-1,-1,-1,-1,-1
Yuji Takahashi,R,CB,M,M,64,54,33,48,44,65,73,2,-1,-1,-1,-1,-1,-1
Danny Mandroiu,R,LW,M,M,64,66,63,64,66,51,62,4,-1,-1,-1,-1,-1,-1
Kent-Are Antonsen,L,CM,M,H,64,81,63,58,66,63,78,3,-1,-1,-1,-1,-1,-1
Byeom Yong Kim,R,RM,M,M,64,78,55,61,64,45,65,2,-1,-1,-1,-1,-1,-1
Emil Holm,R,RB,H,M,64,78,58,54,59,58,76,2,-1,-1,-1,-1,-1,-1
Patrick Vroegh,L,CM,M,M,64,58,54,63,64,56,58,2,-1,-1,-1,-1,-1,-1
Lorenzo Pirola,L,CB,M,H,64,64,41,46,52,64,70,2,-1,-1,-1,-1,-1,-1
Mark O'Hara,R,CM,H,H,64,70,59,61,65,61,72,2,-1,-1,-1,-1,-1,-1
Mikey Devlin,R,CB,L,M,64,34,28,35,41,64,69,2,-1,-1,-1,-1,-1,-1
Jake Taylor,R,CDM,M,M,64,69,56,62,65,59,71,2,-1,-1,-1,-1,-1,-1
Takuma Ominami,R,CB,M,M,64,87,29,37,46,62,75,2,-1,-1,-1,-1,-1,-1
Michael Lercher,L,LB,M,M,64,72,32,54,61,60,57,2,-1,-1,-1,-1,-1,-1
Leif Davis,L,LB,M,M,64,78,31,52,59,59,59,2,-1,-1,-1,-1,-1,-1
Greg Leigh,L,LWB,H,H,64,74,46,53,61,62,68,2,-1,-1,-1,-1,-1,-1
Markus Ballmert,R,RB,M,H,64,69,38,50,60,59,68,2,-1,-1,-1,-1,-1,-1
Juan Bautista Cascini,R,CDM,H,H,64,61,57,60,63,60,72,3,-1,-1,-1,-1,-1,-1
Juan Colina,R,CDM,M,H,64,60,36,54,54,66,59,2,-1,-1,-1,-1,-1,-1
Daichi Hayashi,R,ST,M,M,64,67,64,52,63,29,68,3,-1,-1,-1,-1,-1,-1
Yroundu Musavu-King,L,CB,L,M,64,41,35,47,50,63,75,2,-1,-1,-1,-1,-1,-1
Alexis Gutierrez,L,CM,H,M,64,64,57,66,67,54,64,2,-1,-1,-1,-1,-1,-1
Brandon Domingues,R,RM,H,L,64,62,60,61,66,33,46,2,-1,-1,-1,-1,-1,-1
Mark Connolly,R,CB,M,H,64,51,28,47,45,62,79,2,-1,-1,-1,-1,-1,-1
Mickey Demetriou,L,CB,M,H,64,60,49,55,59,62,72,2,-1,-1,-1,-1,-1,-1
Takuya Uchida,R,LM,M,M,64,70,55,59,66,59,64,3,-1,-1,-1,-1,-1,-1
Connor Chapman,R,CDM,M,M,64,57,48,50,57,63,72,2,-1,-1,-1,-1,-1,-1
Timmy Thiele,R,ST,H,M,64,79,62,52,62,22,65,2,-1,-1,-1,-1,-1,-1
Takahiro Yanagi,R,RB,M,H,64,83,36,52,54,59,76,2,-1,-1,-1,-1,-1,-1
Robbie Crawford,R,CDM,M,L,64,70,51,63,65,61,60,3,-1,-1,-1,-1,-1,-1
Luke Bolton,R,RB,H,M,64,81,51,59,64,59,63,3,-1,-1,-1,-1,-1,-1
Tatsuya Ito,L,LM,M,M,64,79,49,56,73,22,35,4,-1,-1,-1,-1,-1,-1
Amar Sejdic,R,CM,M,H,64,50,59,62,66,59,60,2,-1,-1,-1,-1,-1,-1
Wahid Faghir,R,ST,M,M,64,69,62,48,66,22,66,3,-1,-1,-1,-1,-1,-1
Darren Pratley,R,CM,M,H,64,42,60,61,63,66,79,3,-1,-1,-1,-1,-1,-1
Christopher Missilou,R,CDM,M,H,64,67,46,55,61,61,73,2,-1,-1,-1,-1,-1,-1
Toni Lindenhahn,R,RM,M,M,64,74,59,60,65,59,74,3,-1,-1,-1,-1,-1,-1
Adrian Sporle,L,LB,H,L,64,73,55,58,61,59,70,3,-1,-1,-1,-1,-1,-1
Mukhtar Ali,R,CDM,M,M,64,63,52,60,64,57,65,2,-1,-1,-1,-1,-1,-1
Odin Bailey,L,CAM,H,M,64,81,60,60,67,34,59,3,-1,-1,-1,-1,-1,-1
Shunsuke Nakamura,L,CAM,H,L,64,31,68,74,66,36,48,3,-1,-1,-1,-1,-1,-1
Hidekazu Otani,R,CDM,L,H,64,32,35,58,49,64,57,2,-1,-1,-1,-1,-1,-1
Mark Sykes,R,CM,M,M,64,73,59,62,66,60,63,3,-1,-1,-1,-1,-1,-1
Joris Moutachy,R,RB,H,M,64,85,34,58,63,57,64,2,-1,-1,-1,-1,-1,-1
Peter Clarke,R,CB,M,H,64,30,42,46,38,63,79,2,-1,-1,-1,-1,-1,-1
Josh McEachran,L,CM,L,M,64,57,46,68,68,63,51,3,-1,-1,-1,-1,-1,-1
Sean Hoare,R,CB,M,M,64,51,35,50,56,63,71,2,-1,-1,-1,-1,-1,-1
Callum Cooke,R,CAM,M,M,64,64,58,60,68,54,64,3,-1,-1,-1,-1,-1,-1
Maximiliano Ortiz,R,CB,M,M,64,59,25,47,51,68,64,2,-1,-1,-1,-1,-1,-1
Mohammed Al Amri,L,LB,H,M,64,72,49,60,67,57,67,3,-1,-1,-1,-1,-1,-1
Shunki Takahashi,R,RB,M,M,64,59,35,55,54,57,73,2,-1,-1,-1,-1,-1,-1
Alexis Flips,R,RM,H,L,64,62,57,64,66,41,51,3,-1,-1,-1,-1,-1,-1
Ikuma Sekigawa,R,CB,L,H,64,53,31,45,45,67,65,2,-1,-1,-1,-1,-1,-1
Lucas Brochero,R,RW,M,L,64,80,63,55,67,31,47,2,-1,-1,-1,-1,-1,-1
Ian Henderson,R,ST,M,M,64,59,66,61,66,36,68,3,-1,-1,-1,-1,-1,-1
Damian Malrechauffe,R,CB,L,M,64,40,30,40,37,67,59,2,-1,-1,-1,-1,-1,-1
Marvin Egho,L,ST,M,M,64,75,62,53,62,36,70,2,-1,-1,-1,-1,-1,-1
Seigo Kobayashi,R,RM,M,M,64,78,64,58,63,46,64,2,-1,-1,-1,-1,-1,-1
Enzo Zidane,R,CAM,M,M,64,64,61,64,68,32,52,3,-1,-1,-1,-1,-1,-1
Ronny Konig,L,ST,M,L,64,31,69,48,49,37,75,2,-1,-1,-1,-1,-1,-1
Jonathan Amon,R,LW,M,L,64,89,55,53,68,27,57,3,-1,-1,-1,-1,-1,-1
Vadim Karpov,R,CB,L,H,64,64,31,54,54,65,62,2,-1,-1,-1,-1,-1,-1
Karol Angielski,L,ST,M,M,64,70,62,53,63,26,69,3,-1,-1,-1,-1,-1,-1
Kazuma Watanabe,R,ST,H,M,64,37,65,64,66,29,67,3,-1,-1,-1,-1,-1,-1
Lefteris Lyratzis,R,RB,M,M,64,74,46,55,60,58,67,2,-1,-1,-1,-1,-1,-1
Albert Bunjaku,R,ST,M,M,64,47,64,56,67,36,59,3,-1,-1,-1,-1,-1,-1
David Lofquist,R,CM,M,M,64,53,61,64,63,59,70,3,-1,-1,-1,-1,-1,-1
George Maris,R,CDM,M,M,64,67,56,60,62,60,66,2,-1,-1,-1,-1,-1,-1
Jerome Opoku,L,CB,M,M,64,69,44,53,58,62,76,2,-1,-1,-1,-1,-1,-1
Phil Ofosu-Ayeh,R,RB,M,M,64,78,47,55,65,61,70,3,-1,-1,-1,-1,-1,-1
Takeshi Kanamori,R,RM,H,M,64,94,57,52,67,30,71,3,-1,-1,-1,-1,-1,-1
Arjen van der Heide,L,LW,M,M,64,79,54,57,70,31,50,3,-1,-1,-1,-1,-1,-1
Mory Konate,R,CDM,L,H,64,59,35,51,55,61,77,2,-1,-1,-1,-1,-1,-1
Philipp Netzer,L,CB,M,H,64,35,48,56,55,65,64,2,-1,-1,-1,-1,-1,-1
Scott Caldwell,R,CDM,M,H,64,31,54,59,61,60,70,2,-1,-1,-1,-1,-1,-1
Luke Offord,R,CB,M,M,64,64,28,50,55,64,70,2,-1,-1,-1,-1,-1,-1
Saeed Al Muwallad,R,RB,M,M,64,75,54,57,61,58,71,2,-1,-1,-1,-1,-1,-1
Stefan Stangl,L,LB,M,M,64,69,52,59,60,63,66,3,-1,-1,-1,-1,-1,-1
Jeong Un Hong,R,CB,M,M,64,56,37,56,50,62,73,2,-1,-1,-1,-1,-1,-1
Lucas de Souza Cunha,R,CB,M,M,64,54,33,38,47,65,67,2,-1,-1,-1,-1,-1,-1
Toni Datkovic,L,CB,M,M,64,62,26,42,38,64,64,2,-1,-1,-1,-1,-1,-1
Amin Askar,R,LB,H,M,64,69,61,61,69,57,51,3,-1,-1,-1,-1,-1,-1
Jung Bin Park,R,LM,M,M,64,82,60,59,64,38,46,4,-1,-1,-1,-1,-1,-1
Han Bin Park,R,CM,L,M,64,44,47,62,59,58,71,3,-1,-1,-1,-1,-1,-1
Jakub Kieb,L,LB,H,M,64,69,44,56,58,57,62,2,-1,-1,-1,-1,-1,-1
Ingebrigtsen,L,RW,M,L,64,82,62,54,67,42,51,3,-1,-1,-1,-1,-1,-1
Gavin Massey,R,LM,M,M,64,81,59,59,66,44,63,3,-1,-1,-1,-1,-1,-1
Filip Kusic,R,CB,M,M,64,70,33,41,50,64,67,2,-1,-1,-1,-1,-1,-1
Saeed Juma,R,RB,M,M,64,77,40,51,55,59,74,2,-1,-1,-1,-1,-1,-1
Josh Grant,R,CDM,M,H,64,71,49,58,60,61,75,2,-1,-1,-1,-1,-1,-1
Elliot Watt,R,CDM,M,M,64,67,51,63,62,57,67,2,-1,-1,-1,-1,-1,-1
Jhonny Quinonez,R,CDM,M,M,64,79,57,59,62,59,72,2,-1,-1,-1,-1,-1,-1
Jamille Matt,R,ST,H,H,64,55,63,51,59,26,82,2,-1,-1,-1,-1,-1,-1
Conte,R,RB,M,M,64,64,32,58,58,62,72,2,-1,-1,-1,-1,-1,-1
James Jones,R,CM,M,M,64,68,56,62,65,53,65,3,-1,-1,-1,-1,-1,-1
Daniel Cleary,R,CB,L,H,64,58,36,43,50,64,69,2,-1,-1,-1,-1,-1,-1
Gabriel Cortez,R,CAM,M,M,64,65,57,63,62,38,62,3,-1,-1,-1,-1,-1,-1
Rayan Yaslam,L,RM,M,L,64,78,57,60,68,30,41,3,-1,-1,-1,-1,-1,-1
James Perch,R,CB,M,M,64,53,48,57,57,62,74,2,-1,-1,-1,-1,-1,-1
Dusan Cvetinovic,R,CB,M,H,64,52,46,54,55,62,73,2,-1,-1,-1,-1,-1,-1
Grigore Turda,R,CB,L,M,64,64,31,45,43,64,67,2,-1,-1,-1,-1,-1,-1
Bartosz Kwiecien,R,CDM,M,M,64,61,53,54,55,60,80,2,-1,-1,-1,-1,-1,-1
Joaquin Pereyra,L,CDM,M,M,64,63,55,62,64,57,67,2,-1,-1,-1,-1,-1,-1
Jonathan Marulanda,R,RB,M,M,64,73,34,52,57,61,61,2,-1,-1,-1,-1,-1,-1
Hugo Magallanes,R,CB,L,H,64,59,37,42,44,62,75,2,-1,-1,-1,-1,-1,-1
Aaron McGowan,R,RB,H,H,64,70,37,54,61,60,66,2,-1,-1,-1,-1,-1,-1
Dong Hyen Yang,R,ST,H,L,64,37,67,52,63,26,62,3,-1,-1,-1,-1,-1,-1
Taisei Miyashiro,R,RM,M,L,64,68,63,56,64,23,70,2,-1,-1,-1,-1,-1,-1
Harry Pell,R,CDM,H,H,64,54,61,59,56,60,79,3,-1,-1,-1,-1,-1,-1
Alex Gersbach,L,LB,M,M,64,80,36,55,62,59,67,2,-1,-1,-1,-1,-1,-1
Eijiro Takeda,L,LB,M,H,64,66,47,63,63,61,65,2,-1,-1,-1,-1,-1,-1
Matt Real,L,LB,H,M,64,74,36,56,63,60,63,2,-1,-1,-1,-1,-1,-1
Ionut Serban,R,CM,M,M,64,67,59,62,65,48,65,3,-1,-1,-1,-1,-1,-1
Joey O'Brien,R,CB,M,H,64,33,43,57,54,64,66,2,-1,-1,-1,-1,-1,-1
Stefan Mauk,R,CM,H,M,64,76,59,62,67,54,73,3,-1,-1,-1,-1,-1,-1
Sam Greenwood,R,CF,H,M,64,66,65,57,65,33,56,2,-1,-1,-1,-1,-1,-1
Kasper Pedersen,R,CB,L,H,64,58,36,49,52,63,71,2,-1,-1,-1,-1,-1,-1
Vladislavs Gutkovskis,R,ST,H,M,64,76,60,50,63,25,78,2,-1,-1,-1,-1,-1,-1
Luke Hannant,R,RM,H,H,64,75,57,59,63,54,75,3,-1,-1,-1,-1,-1,-1
Josh Benson,R,CM,M,M,64,61,57,64,65,60,64,2,-1,-1,-1,-1,-1,-1
Anthony Grant,R,CDM,L,M,64,58,50,58,62,61,77,2,-1,-1,-1,-1,-1,-1
Piotr Wlazo,R,CDM,H,H,64,54,61,61,62,59,73,2,-1,-1,-1,-1,-1,-1
Samuel Kari Frijonsson,R,CM,M,M,64,59,62,62,64,58,75,2,-1,-1,-1,-1,-1,-1
Zach Clough,R,CAM,M,L,64,68,63,63,68,38,35,3,-1,-1,-1,-1,-1,-1
Shane McLoughlin,R,RWB,M,M,64,76,56,61,65,56,61,3,-1,-1,-1,-1,-1,-1
Abdullah Al Hamdan,R,ST,H,L,64,79,62,57,60,27,68,2,-1,-1,-1,-1,-1,-1
Teden Mengi,R,CB,H,H,64,78,39,54,59,63,68,2,-1,-1,-1,-1,-1,-1
Yun Liu,L,RM,H,M,64,75,61,63,61,54,57,3,-1,-1,-1,-1,-1,-1
Tom Eastman,R,CB,H,H,64,42,32,49,53,64,77,2,-1,-1,-1,-1,-1,-1
Gethin Jones,R,RB,M,M,64,73,46,55,60,58,71,2,-1,-1,-1,-1,-1,-1
Sean Clare,R,CDM,M,M,64,72,62,62,63,62,72,3,-1,-1,-1,-1,-1,-1
